reading_id,room_id,date,time,temperature_c,humidity_pct,occupancy_count,max_capacity,utilization_pct,ac_status,light_status,projector_status,air_quality_index
SNS0002690,Room-314,2025-07-05,14:00,29.0,74.6,9,60,15.0,OFF,ON,OFF,70
SNS0002691,Room-314,2025-07-05,15:00,28.6,60.9,1,60,1.7,OFF,ON,OFF,89
SNS0002692,Room-315,2025-07-05,07:00,25.1,58.3,7,60,11.7,OFF,ON,OFF,124
SNS0002693,Room-315,2025-07-05,08:00,22.6,46.6,7,60,11.7,OFF,ON,OFF,159
SNS0002694,Room-315,2025-07-05,09:00,23.8,58.5,19,60,31.7,OFF,ON,OFF,116
SNS0002695,Room-315,2025-07-05,10:00,34.4,52.1,26,60,43.3,ON,ON,OFF,47
SNS0002696,Room-315,2025-07-05,11:00,26.0,46.2,32,60,53.3,ON,ON,OFF,141
SNS0002697,Room-315,2025-07-05,12:00,33.0,71.6,29,60,48.3,ON,ON,OFF,61
SNS0002698,Room-315,2025-07-05,13:00,35.8,48.7,39,60,65.0,ON,ON,ON,131
SNS0002699,Room-315,2025-07-05,14:00,26.1,42.6,0,60,0.0,OFF,OFF,OFF,136
SNS0002700,Room-315,2025-07-05,15:00,26.2,75.0,3,60,5.0,OFF,ON,OFF,45
SNS0002701,Room-G01,2025-07-07,07:00,24.2,58.5,0,60,0.0,OFF,OFF,OFF,63
SNS0002702,Room-G01,2025-07-07,08:00,28.7,55.1,31,60,51.7,ON,ON,ON,40
SNS0002703,Room-G01,2025-07-07,09:00,23.4,66.8,23,60,38.3,ON,ON,OFF,119
SNS0002704,Room-G01,2025-07-07,10:00,24.7,74.7,21,60,35.0,ON,ON,ON,106
SNS0002705,Room-G01,2025-07-07,11:00,30.3,41.8,41,60,68.3,ON,ON,OFF,171
SNS0002706,Room-G01,2025-07-07,12:00,36.8,68.9,28,60,46.7,ON,ON,ON,108
SNS0002707,Room-G01,2025-07-07,13:00,31.1,36.6,33,60,55.0,ON,ON,ON,97
SNS0002708,Room-G01,2025-07-07,14:00,29.0,72.4,42,60,70.0,ON,ON,ON,175
SNS0002709,Room-G01,2025-07-07,15:00,25.9,65.0,2,60,3.3,OFF,ON,OFF,54
SNS0002710,Room-G02,2025-07-07,07:00,20.7,39.2,2,60,3.3,OFF,ON,OFF,112
SNS0002711,Room-G02,2025-07-07,08:00,20.2,41.4,29,60,48.3,ON,ON,OFF,59
SNS0002712,Room-G02,2025-07-07,09:00,24.7,52.9,17,60,28.3,OFF,ON,ON,140
SNS0002713,Room-G02,2025-07-07,10:00,22.5,46.3,29,60,48.3,ON,ON,OFF,34
SNS0002714,Room-G02,2025-07-07,11:00,28.2,61.6,47,60,78.3,ON,ON,ON,60
SNS0002715,Room-G02,2025-07-07,12:00,30.0,73.9,40,60,66.7,ON,ON,ON,41
SNS0002716,Room-G02,2025-07-07,13:00,22.5,39.6,0,60,0.0,OFF,OFF,OFF,138
SNS0002717,Room-G02,2025-07-07,14:00,27.9,57.0,25,60,41.7,ON,ON,ON,106
SNS0002718,Room-G02,2025-07-07,15:00,24.4,70.0,0,60,0.0,OFF,OFF,OFF,91
SNS0002719,Room-G03,2025-07-07,07:00,28.8,44.9,2,60,3.3,OFF,ON,OFF,62
SNS0002720,Room-G03,2025-07-07,08:00,21.0,60.8,26,60,43.3,ON,ON,OFF,43
SNS0002721,Room-G03,2025-07-07,09:00,28.0,39.4,11,60,18.3,OFF,ON,OFF,69
SNS0002722,Room-G03,2025-07-07,10:00,30.7,59.4,50,60,83.3,ON,ON,OFF,101
SNS0002723,Room-G03,2025-07-07,11:00,30.9,40.0,30,60,50.0,ON,ON,OFF,155
SNS0002724,Room-G03,2025-07-07,12:00,28.4,71.7,52,60,86.7,ON,ON,OFF,101
SNS0002725,Room-G03,2025-07-07,13:00,34.4,35.0,8,60,13.3,OFF,ON,OFF,55
SNS0002726,Room-G03,2025-07-07,14:00,34.3,45.8,21,60,35.0,ON,ON,ON,96
SNS0002727,Room-G03,2025-07-07,15:00,24.0,67.3,6,60,10.0,OFF,ON,OFF,84
SNS0002728,Room-G04,2025-07-07,07:00,22.0,74.7,0,60,0.0,OFF,OFF,OFF,95
SNS0002729,Room-G04,2025-07-07,08:00,26.4,40.5,0,60,0.0,OFF,OFF,OFF,121
SNS0002730,Room-G04,2025-07-07,09:00,23.7,42.2,4,60,6.7,OFF,ON,OFF,172
SNS0002731,Room-G04,2025-07-07,10:00,34.2,58.9,27,60,45.0,ON,ON,OFF,66
SNS0002732,Room-G04,2025-07-07,11:00,30.1,47.7,44,60,73.3,ON,ON,OFF,89
SNS0002733,Room-G04,2025-07-07,12:00,34.4,36.3,24,60,40.0,ON,ON,OFF,132
SNS0002734,Room-G04,2025-07-07,13:00,28.4,50.5,26,60,43.3,ON,ON,OFF,66
SNS0002735,Room-G04,2025-07-07,14:00,28.0,36.6,40,60,66.7,ON,ON,OFF,91
SNS0002736,Room-G04,2025-07-07,15:00,27.7,61.1,4,60,6.7,OFF,ON,OFF,32
SNS0002737,Room-G05,2025-07-07,07:00,25.5,66.3,1,60,1.7,OFF,ON,OFF,133
SNS0002738,Room-G05,2025-07-07,08:00,21.8,44.3,40,60,66.7,ON,ON,ON,63
SNS0002739,Room-G05,2025-07-07,09:00,21.8,42.9,12,60,20.0,OFF,ON,OFF,168
SNS0002740,Room-G05,2025-07-07,10:00,28.0,49.9,27,60,45.0,ON,ON,ON,174
SNS0002741,Room-G05,2025-07-07,11:00,36.1,53.5,4,60,6.7,OFF,ON,OFF,121
SNS0002742,Room-G05,2025-07-07,12:00,36.1,66.3,31,60,51.7,ON,ON,OFF,90
SNS0002743,Room-G05,2025-07-07,13:00,23.1,53.4,52,60,86.7,ON,ON,OFF,109
SNS0002744,Room-G05,2025-07-07,14:00,36.0,40.3,41,60,68.3,ON,ON,OFF,167
SNS0002745,Room-G05,2025-07-07,15:00,23.9,57.2,7,60,11.7,OFF,ON,OFF,166
SNS0002746,Room-G06,2025-07-07,07:00,20.1,68.6,5,60,8.3,OFF,ON,OFF,180
SNS0002747,Room-G06,2025-07-07,08:00,23.6,70.8,3,60,5.0,OFF,ON,OFF,52
SNS0002748,Room-G06,2025-07-07,09:00,21.3,48.1,40,60,66.7,ON,ON,ON,152
SNS0002749,Room-G06,2025-07-07,10:00,27.0,60.0,50,60,83.3,ON,ON,ON,54
SNS0002750,Room-G06,2025-07-07,11:00,34.2,51.1,38,60,63.3,ON,ON,ON,88
SNS0002751,Room-G06,2025-07-07,12:00,31.7,41.0,27,60,45.0,ON,ON,OFF,47
SNS0002752,Room-G06,2025-07-07,13:00,34.3,48.9,13,60,21.7,OFF,ON,OFF,162
SNS0002753,Room-G06,2025-07-07,14:00,32.0,40.4,29,60,48.3,ON,ON,OFF,68
SNS0002754,Room-G06,2025-07-07,15:00,22.9,68.7,6,60,10.0,OFF,ON,OFF,109
SNS0002755,Room-G07,2025-07-07,07:00,29.2,53.4,9,60,15.0,OFF,ON,OFF,178
SNS0002756,Room-G07,2025-07-07,08:00,24.0,73.9,42,60,70.0,ON,ON,OFF,54
SNS0002757,Room-G07,2025-07-07,09:00,27.5,46.9,34,60,56.7,ON,ON,ON,130
SNS0002758,Room-G07,2025-07-07,10:00,37.1,36.7,22,60,36.7,ON,ON,ON,148
SNS0002759,Room-G07,2025-07-07,11:00,24.5,42.8,39,60,65.0,ON,ON,OFF,94
SNS0002760,Room-G07,2025-07-07,12:00,28.4,60.4,31,60,51.7,ON,ON,OFF,33
SNS0002761,Room-G07,2025-07-07,13:00,35.3,68.2,4,60,6.7,OFF,ON,OFF,163
SNS0002762,Room-G07,2025-07-07,14:00,27.0,35.0,14,60,23.3,OFF,ON,OFF,59
SNS0002763,Room-G07,2025-07-07,15:00,28.4,42.4,6,60,10.0,OFF,ON,OFF,133
SNS0002764,Room-G08,2025-07-07,07:00,20.9,71.0,1,60,1.7,OFF,ON,OFF,134
SNS0002765,Room-G08,2025-07-07,08:00,22.7,66.5,24,60,40.0,ON,ON,OFF,83
SNS0002766,Room-G08,2025-07-07,09:00,20.6,65.8,52,60,86.7,ON,ON,ON,94
SNS0002767,Room-G08,2025-07-07,10:00,23.0,61.4,25,60,41.7,ON,ON,ON,38
SNS0002768,Room-G08,2025-07-07,11:00,36.0,47.0,47,60,78.3,ON,ON,OFF,72
SNS0002769,Room-G08,2025-07-07,12:00,28.7,36.6,11,60,18.3,OFF,ON,OFF,171
SNS0002770,Room-G08,2025-07-07,13:00,24.7,37.6,50,60,83.3,ON,ON,ON,99
SNS0002771,Room-G08,2025-07-07,14:00,23.3,53.6,38,60,63.3,ON,ON,ON,57
SNS0002772,Room-G08,2025-07-07,15:00,28.2,74.0,2,60,3.3,OFF,ON,OFF,63
SNS0002773,Room-G09,2025-07-07,07:00,22.7,38.1,5,60,8.3,OFF,ON,OFF,88
SNS0002774,Room-G09,2025-07-07,08:00,27.3,71.8,50,60,83.3,ON,ON,ON,36
SNS0002775,Room-G09,2025-07-07,09:00,23.8,70.5,39,60,65.0,ON,ON,ON,115
SNS0002776,Room-G09,2025-07-07,10:00,34.1,59.0,24,60,40.0,ON,ON,ON,98
SNS0002777,Room-G09,2025-07-07,11:00,25.4,43.6,20,60,33.3,OFF,ON,OFF,158
SNS0002778,Room-G09,2025-07-07,12:00,29.0,60.4,48,60,80.0,ON,ON,OFF,164
SNS0002779,Room-G09,2025-07-07,13:00,33.6,57.1,23,60,38.3,ON,ON,OFF,116
SNS0002780,Room-G09,2025-07-07,14:00,25.6,67.8,22,60,36.7,ON,ON,ON,81
SNS0002781,Room-G09,2025-07-07,15:00,27.8,52.9,10,60,16.7,OFF,ON,OFF,138
SNS0002782,Room-G10,2025-07-07,07:00,20.4,68.5,9,60,15.0,OFF,ON,OFF,73
SNS0002783,Room-G10,2025-07-07,08:00,24.8,59.8,47,60,78.3,ON,ON,ON,137
SNS0002784,Room-G10,2025-07-07,09:00,23.1,45.9,23,60,38.3,ON,ON,OFF,145
SNS0002785,Room-G10,2025-07-07,10:00,28.5,69.0,8,60,13.3,OFF,ON,OFF,176
SNS0002786,Room-G10,2025-07-07,11:00,30.9,45.7,54,60,90.0,ON,ON,OFF,137
SNS0002787,Room-G10,2025-07-07,12:00,33.3,53.0,24,60,40.0,ON,ON,OFF,104
SNS0002788,Room-G10,2025-07-07,13:00,26.6,54.5,45,60,75.0,ON,ON,OFF,102
SNS0002789,Room-G10,2025-07-07,14:00,29.7,49.9,22,60,36.7,ON,ON,ON,149
SNS0002790,Room-G10,2025-07-07,15:00,20.3,71.8,1,60,1.7,OFF,ON,OFF,117
SNS0002791,Room-G11,2025-07-07,07:00,24.3,74.1,10,60,16.7,OFF,ON,OFF,145
SNS0002792,Room-G11,2025-07-07,08:00,25.9,58.0,32,60,53.3,ON,ON,ON,47
SNS0002793,Room-G11,2025-07-07,09:00,23.6,69.6,46,60,76.7,ON,ON,ON,97
SNS0002794,Room-G11,2025-07-07,10:00,31.2,67.3,31,60,51.7,ON,ON,ON,170
SNS0002795,Room-G11,2025-07-07,11:00,29.4,41.1,53,60,88.3,ON,ON,OFF,169
SNS0002796,Room-G11,2025-07-07,12:00,29.6,68.6,47,60,78.3,ON,ON,OFF,160
SNS0002797,Room-G11,2025-07-07,13:00,26.0,43.5,4,60,6.7,OFF,ON,OFF,68
SNS0002798,Room-G11,2025-07-07,14:00,26.7,35.3,28,60,46.7,ON,ON,ON,159
SNS0002799,Room-G11,2025-07-07,15:00,22.6,64.8,8,60,13.3,OFF,ON,OFF,91
SNS0002800,Room-G12,2025-07-07,07:00,22.5,50.1,1,60,1.7,OFF,ON,OFF,129
SNS0002801,Room-G12,2025-07-07,08:00,20.6,50.0,55,60,91.7,ON,ON,OFF,102
SNS0002802,Room-G12,2025-07-07,09:00,26.7,58.9,5,60,8.3,OFF,ON,OFF,60
SNS0002803,Room-G12,2025-07-07,10:00,23.1,59.0,48,60,80.0,ON,ON,OFF,158
SNS0002804,Room-G12,2025-07-07,11:00,26.1,44.9,16,60,26.7,OFF,ON,OFF,55
SNS0002805,Room-G12,2025-07-07,12:00,35.5,72.3,53,60,88.3,ON,ON,ON,76
SNS0002806,Room-G12,2025-07-07,13:00,33.2,58.0,33,60,55.0,ON,ON,OFF,96
SNS0002807,Room-G12,2025-07-07,14:00,27.5,50.6,38,60,63.3,ON,ON,OFF,132
SNS0002808,Room-G12,2025-07-07,15:00,23.9,60.0,9,60,15.0,OFF,ON,OFF,67
SNS0002809,Room-G13,2025-07-07,07:00,26.3,46.2,0,60,0.0,OFF,OFF,OFF,45
SNS0002810,Room-G13,2025-07-07,08:00,29.8,64.7,41,60,68.3,ON,ON,OFF,152
SNS0002811,Room-G13,2025-07-07,09:00,26.2,53.2,54,60,90.0,ON,ON,OFF,124
SNS0002812,Room-G13,2025-07-07,10:00,27.0,50.2,52,60,86.7,ON,ON,OFF,78
SNS0002813,Room-G13,2025-07-07,11:00,34.7,65.6,12,60,20.0,OFF,ON,ON,176
SNS0002814,Room-G13,2025-07-07,12:00,36.1,46.6,44,60,73.3,ON,ON,ON,82
SNS0002815,Room-G13,2025-07-07,13:00,33.9,37.8,32,60,53.3,ON,ON,ON,110
SNS0002816,Room-G13,2025-07-07,14:00,24.4,52.1,48,60,80.0,ON,ON,ON,60
SNS0002817,Room-G13,2025-07-07,15:00,25.3,47.6,5,60,8.3,OFF,ON,OFF,111
SNS0002818,Room-G14,2025-07-07,07:00,28.9,50.8,9,60,15.0,OFF,ON,OFF,70
SNS0002819,Room-G14,2025-07-07,08:00,26.6,58.0,18,60,30.0,OFF,ON,OFF,94
SNS0002820,Room-G14,2025-07-07,09:00,26.5,64.9,29,60,48.3,ON,ON,ON,64
SNS0002821,Room-G14,2025-07-07,10:00,27.1,42.6,46,60,76.7,ON,ON,OFF,174
SNS0002822,Room-G14,2025-07-07,11:00,24.3,52.2,19,60,31.7,OFF,ON,OFF,102
SNS0002823,Room-G14,2025-07-07,12:00,31.1,66.0,39,60,65.0,ON,ON,OFF,124
SNS0002824,Room-G14,2025-07-07,13:00,26.0,57.2,55,60,91.7,ON,ON,ON,33
SNS0002825,Room-G14,2025-07-07,14:00,35.7,47.1,5,60,8.3,OFF,ON,OFF,50
SNS0002826,Room-G14,2025-07-07,15:00,28.8,49.3,6,60,10.0,OFF,ON,OFF,118
SNS0002827,Room-G15,2025-07-07,07:00,20.6,38.8,7,60,11.7,OFF,ON,OFF,32
SNS0002828,Room-G15,2025-07-07,08:00,21.5,62.4,40,60,66.7,ON,ON,ON,49
SNS0002829,Room-G15,2025-07-07,09:00,25.1,37.3,29,60,48.3,ON,ON,ON,108
SNS0002830,Room-G15,2025-07-07,10:00,32.8,52.8,2,60,3.3,OFF,ON,OFF,159
SNS0002831,Room-G15,2025-07-07,11:00,25.4,69.1,49,60,81.7,ON,ON,OFF,41
SNS0002832,Room-G15,2025-07-07,12:00,28.6,53.7,8,60,13.3,OFF,ON,OFF,180
SNS0002833,Room-G15,2025-07-07,13:00,35.0,71.7,21,60,35.0,ON,ON,ON,85
SNS0002834,Room-G15,2025-07-07,14:00,25.8,71.3,16,60,26.7,OFF,ON,OFF,109
SNS0002835,Room-G15,2025-07-07,15:00,27.7,61.0,10,60,16.7,OFF,ON,OFF,118
SNS0002836,Room-101,2025-07-07,07:00,26.8,74.3,2,60,3.3,OFF,ON,OFF,94
SNS0002837,Room-101,2025-07-07,08:00,25.2,60.1,16,60,26.7,OFF,ON,OFF,31
SNS0002838,Room-101,2025-07-07,09:00,22.3,73.8,50,60,83.3,ON,ON,OFF,55
SNS0002839,Room-101,2025-07-07,10:00,36.9,63.7,38,60,63.3,ON,ON,OFF,32
SNS0002840,Room-101,2025-07-07,11:00,31.1,36.8,7,60,11.7,OFF,ON,OFF,163
SNS0002841,Room-101,2025-07-07,12:00,37.2,56.7,31,60,51.7,ON,ON,ON,103
SNS0002842,Room-101,2025-07-07,13:00,22.7,64.4,37,60,61.7,ON,ON,ON,123
SNS0002843,Room-101,2025-07-07,14:00,25.8,66.2,44,60,73.3,ON,ON,ON,108
SNS0002844,Room-101,2025-07-07,15:00,24.9,35.5,4,60,6.7,OFF,ON,OFF,53
SNS0002845,Room-102,2025-07-07,07:00,29.0,58.1,9,60,15.0,OFF,ON,OFF,43
SNS0002846,Room-102,2025-07-07,08:00,24.4,59.9,50,60,83.3,ON,ON,ON,101
SNS0002847,Room-102,2025-07-07,09:00,24.5,61.3,9,60,15.0,OFF,ON,OFF,148
SNS0002848,Room-102,2025-07-07,10:00,35.9,45.1,40,60,66.7,ON,ON,ON,114
SNS0002849,Room-102,2025-07-07,11:00,32.6,58.6,46,60,76.7,ON,ON,ON,167
SNS0002850,Room-102,2025-07-07,12:00,24.4,69.8,42,60,70.0,ON,ON,OFF,85
SNS0002851,Room-102,2025-07-07,13:00,36.6,39.7,38,60,63.3,ON,ON,ON,84
SNS0002852,Room-102,2025-07-07,14:00,34.2,56.9,40,60,66.7,ON,ON,ON,141
SNS0002853,Room-102,2025-07-07,15:00,22.7,35.8,8,60,13.3,OFF,ON,OFF,47
SNS0002854,Room-103,2025-07-07,07:00,26.7,47.8,1,60,1.7,OFF,ON,OFF,105
SNS0002855,Room-103,2025-07-07,08:00,23.2,61.9,27,60,45.0,ON,ON,ON,141
SNS0002856,Room-103,2025-07-07,09:00,29.5,37.7,22,60,36.7,ON,ON,ON,66
SNS0002857,Room-103,2025-07-07,10:00,32.5,74.6,19,60,31.7,OFF,ON,OFF,157
SNS0002858,Room-103,2025-07-07,11:00,24.7,61.0,19,60,31.7,OFF,ON,OFF,73
SNS0002859,Room-103,2025-07-07,12:00,27.5,40.4,19,60,31.7,OFF,ON,OFF,35
SNS0002860,Room-103,2025-07-07,13:00,30.1,71.8,44,60,73.3,ON,ON,ON,171
SNS0002861,Room-103,2025-07-07,14:00,28.1,66.3,2,60,3.3,OFF,ON,OFF,109
SNS0002862,Room-103,2025-07-07,15:00,21.8,62.1,9,60,15.0,OFF,ON,OFF,86
SNS0002863,Room-104,2025-07-07,07:00,29.4,71.8,6,60,10.0,OFF,ON,OFF,157
SNS0002864,Room-104,2025-07-07,08:00,23.4,68.6,27,60,45.0,ON,ON,OFF,76
SNS0002865,Room-104,2025-07-07,09:00,21.9,59.7,27,60,45.0,ON,ON,OFF,94
SNS0002866,Room-104,2025-07-07,10:00,27.9,49.1,22,60,36.7,ON,ON,ON,176
SNS0002867,Room-104,2025-07-07,11:00,33.9,57.3,46,60,76.7,ON,ON,ON,66
SNS0002868,Room-104,2025-07-07,12:00,27.2,36.3,41,60,68.3,ON,ON,ON,51
SNS0002869,Room-104,2025-07-07,13:00,24.0,47.5,32,60,53.3,ON,ON,ON,108
SNS0002870,Room-104,2025-07-07,14:00,29.8,60.4,51,60,85.0,ON,ON,OFF,156
SNS0002871,Room-104,2025-07-07,15:00,22.9,41.7,8,60,13.3,OFF,ON,OFF,85
SNS0002872,Room-105,2025-07-07,07:00,21.0,62.4,9,60,15.0,OFF,ON,OFF,130
SNS0002873,Room-105,2025-07-07,08:00,24.6,67.5,33,60,55.0,ON,ON,ON,129
SNS0002874,Room-105,2025-07-07,09:00,29.2,39.5,43,60,71.7,ON,ON,OFF,110
SNS0002875,Room-105,2025-07-07,10:00,35.3,40.4,45,60,75.0,ON,ON,ON,61
SNS0002876,Room-105,2025-07-07,11:00,32.2,50.4,36,60,60.0,ON,ON,OFF,175
SNS0002877,Room-105,2025-07-07,12:00,30.2,46.8,20,60,33.3,OFF,ON,OFF,42
SNS0002878,Room-105,2025-07-07,13:00,33.7,67.1,23,60,38.3,ON,ON,ON,102
SNS0002879,Room-105,2025-07-07,14:00,37.9,69.1,0,60,0.0,OFF,OFF,OFF,31
SNS0002880,Room-105,2025-07-07,15:00,26.0,54.4,9,60,15.0,OFF,ON,OFF,114
SNS0002881,Room-106,2025-07-07,07:00,20.9,48.6,6,60,10.0,OFF,ON,OFF,169
SNS0002882,Room-106,2025-07-07,08:00,24.2,36.4,24,60,40.0,ON,ON,ON,151
SNS0002883,Room-106,2025-07-07,09:00,23.8,56.5,34,60,56.7,ON,ON,OFF,75
SNS0002884,Room-106,2025-07-07,10:00,24.1,52.2,10,60,16.7,OFF,ON,OFF,47
SNS0002885,Room-106,2025-07-07,11:00,36.7,56.4,29,60,48.3,ON,ON,OFF,164
SNS0002886,Room-106,2025-07-07,12:00,31.2,38.1,53,60,88.3,ON,ON,OFF,69
SNS0002887,Room-106,2025-07-07,13:00,22.5,64.1,10,60,16.7,OFF,ON,OFF,97
SNS0002888,Room-106,2025-07-07,14:00,33.0,36.6,3,60,5.0,OFF,ON,OFF,39
SNS0002889,Room-106,2025-07-07,15:00,22.2,59.0,5,60,8.3,OFF,ON,OFF,157
SNS0002890,Room-107,2025-07-07,07:00,29.8,57.6,9,60,15.0,OFF,ON,OFF,140
SNS0002891,Room-107,2025-07-07,08:00,27.0,36.4,20,60,33.3,OFF,ON,ON,132
SNS0002892,Room-107,2025-07-07,09:00,28.7,58.2,11,60,18.3,OFF,ON,ON,130
SNS0002893,Room-107,2025-07-07,10:00,35.3,63.9,19,60,31.7,OFF,ON,OFF,31
SNS0002894,Room-107,2025-07-07,11:00,25.2,70.4,16,60,26.7,OFF,ON,OFF,130
SNS0002895,Room-107,2025-07-07,12:00,28.1,65.8,11,60,18.3,OFF,ON,OFF,148
SNS0002896,Room-107,2025-07-07,13:00,29.9,60.3,10,60,16.7,OFF,ON,OFF,137
SNS0002897,Room-107,2025-07-07,14:00,36.7,58.2,29,60,48.3,ON,ON,OFF,60
SNS0002898,Room-107,2025-07-07,15:00,24.5,42.7,4,60,6.7,OFF,ON,OFF,112
SNS0002899,Room-108,2025-07-07,07:00,28.1,49.8,7,60,11.7,OFF,ON,OFF,167
SNS0002900,Room-108,2025-07-07,08:00,23.3,38.0,42,60,70.0,ON,ON,OFF,150
SNS0002901,Room-108,2025-07-07,09:00,25.7,48.3,11,60,18.3,OFF,ON,OFF,131
SNS0002902,Room-108,2025-07-07,10:00,23.0,36.3,12,60,20.0,OFF,ON,ON,55
SNS0002903,Room-108,2025-07-07,11:00,23.8,60.2,52,60,86.7,ON,ON,OFF,45
SNS0002904,Room-108,2025-07-07,12:00,33.9,64.9,41,60,68.3,ON,ON,ON,128
SNS0002905,Room-108,2025-07-07,13:00,29.6,39.0,53,60,88.3,ON,ON,ON,44
SNS0002906,Room-108,2025-07-07,14:00,32.0,48.9,28,60,46.7,ON,ON,OFF,99
SNS0002907,Room-108,2025-07-07,15:00,25.2,70.8,4,60,6.7,OFF,ON,OFF,123
SNS0002908,Room-109,2025-07-07,07:00,23.3,65.0,10,60,16.7,OFF,ON,OFF,119
SNS0002909,Room-109,2025-07-07,08:00,24.4,54.5,50,60,83.3,ON,ON,ON,80
SNS0002910,Room-109,2025-07-07,09:00,28.6,47.2,45,60,75.0,ON,ON,OFF,47
SNS0002911,Room-109,2025-07-07,10:00,26.8,64.6,21,60,35.0,ON,ON,ON,82
SNS0002912,Room-109,2025-07-07,11:00,32.6,38.2,48,60,80.0,ON,ON,ON,80
SNS0002913,Room-109,2025-07-07,12:00,31.1,60.6,4,60,6.7,OFF,ON,OFF,36
SNS0002914,Room-109,2025-07-07,13:00,28.0,37.5,23,60,38.3,ON,ON,ON,146
SNS0002915,Room-109,2025-07-07,14:00,32.1,62.2,10,60,16.7,OFF,ON,OFF,81
SNS0002916,Room-109,2025-07-07,15:00,24.3,64.3,7,60,11.7,OFF,ON,OFF,164
SNS0002917,Room-110,2025-07-07,07:00,27.2,63.4,7,60,11.7,OFF,ON,OFF,93
SNS0002918,Room-110,2025-07-07,08:00,27.4,57.2,40,60,66.7,ON,ON,OFF,131
SNS0002919,Room-110,2025-07-07,09:00,23.7,55.6,25,60,41.7,ON,ON,OFF,72
SNS0002920,Room-110,2025-07-07,10:00,25.3,60.9,45,60,75.0,ON,ON,OFF,103
SNS0002921,Room-110,2025-07-07,11:00,25.4,50.9,23,60,38.3,ON,ON,OFF,140
SNS0002922,Room-110,2025-07-07,12:00,24.7,46.7,54,60,90.0,ON,ON,OFF,149
SNS0002923,Room-110,2025-07-07,13:00,31.6,54.1,23,60,38.3,ON,ON,OFF,146
SNS0002924,Room-110,2025-07-07,14:00,36.9,54.5,39,60,65.0,ON,ON,OFF,99
SNS0002925,Room-110,2025-07-07,15:00,22.2,55.6,3,60,5.0,OFF,ON,OFF,115
SNS0002926,Room-111,2025-07-07,07:00,24.4,58.0,0,60,0.0,OFF,OFF,OFF,144
SNS0002927,Room-111,2025-07-07,08:00,23.6,44.8,31,60,51.7,ON,ON,OFF,63
SNS0002928,Room-111,2025-07-07,09:00,25.7,70.0,49,60,81.7,ON,ON,ON,130
SNS0002929,Room-111,2025-07-07,10:00,24.5,71.6,6,60,10.0,OFF,ON,OFF,98
SNS0002930,Room-111,2025-07-07,11:00,34.4,68.4,1,60,1.7,OFF,ON,OFF,119
SNS0002931,Room-111,2025-07-07,12:00,36.2,68.3,16,60,26.7,OFF,ON,ON,142
SNS0002932,Room-111,2025-07-07,13:00,26.3,47.6,41,60,68.3,ON,ON,ON,171
SNS0002933,Room-111,2025-07-07,14:00,36.5,47.7,44,60,73.3,ON,ON,ON,147
SNS0002934,Room-111,2025-07-07,15:00,28.1,46.8,7,60,11.7,OFF,ON,OFF,104
SNS0002935,Room-112,2025-07-07,07:00,27.0,54.5,4,60,6.7,OFF,ON,OFF,123
SNS0002936,Room-112,2025-07-07,08:00,24.8,44.7,28,60,46.7,ON,ON,ON,103
SNS0002937,Room-112,2025-07-07,09:00,23.4,54.1,16,60,26.7,OFF,ON,OFF,89
SNS0002938,Room-112,2025-07-07,10:00,36.7,62.3,8,60,13.3,OFF,ON,OFF,68
SNS0002939,Room-112,2025-07-07,11:00,27.3,44.0,25,60,41.7,ON,ON,OFF,98
SNS0002940,Room-112,2025-07-07,12:00,34.1,64.4,30,60,50.0,ON,ON,OFF,91
SNS0002941,Room-112,2025-07-07,13:00,25.1,45.8,51,60,85.0,ON,ON,OFF,146
SNS0002942,Room-112,2025-07-07,14:00,28.2,40.4,11,60,18.3,OFF,ON,OFF,46
SNS0002943,Room-112,2025-07-07,15:00,27.2,62.2,0,60,0.0,OFF,OFF,OFF,173
SNS0002944,Room-113,2025-07-07,07:00,23.9,40.8,7,60,11.7,OFF,ON,OFF,177
SNS0002945,Room-113,2025-07-07,08:00,28.8,41.5,24,60,40.0,ON,ON,ON,93
SNS0002946,Room-113,2025-07-07,09:00,23.4,69.0,33,60,55.0,ON,ON,ON,45
SNS0002947,Room-113,2025-07-07,10:00,27.8,60.5,52,60,86.7,ON,ON,ON,155
SNS0002948,Room-113,2025-07-07,11:00,30.2,71.1,31,60,51.7,ON,ON,OFF,133
SNS0002949,Room-113,2025-07-07,12:00,26.8,61.7,47,60,78.3,ON,ON,OFF,167
SNS0002950,Room-113,2025-07-07,13:00,30.8,56.7,44,60,73.3,ON,ON,OFF,86
SNS0002951,Room-113,2025-07-07,14:00,25.2,58.2,19,60,31.7,OFF,ON,ON,86
SNS0002952,Room-113,2025-07-07,15:00,28.9,43.8,1,60,1.7,OFF,ON,OFF,98
SNS0002953,Room-114,2025-07-07,07:00,20.5,55.2,6,60,10.0,OFF,ON,OFF,102
SNS0002954,Room-114,2025-07-07,08:00,26.1,37.1,54,60,90.0,ON,ON,OFF,170
SNS0002955,Room-114,2025-07-07,09:00,24.4,53.6,11,60,18.3,OFF,ON,OFF,138
SNS0002956,Room-114,2025-07-07,10:00,24.2,35.8,30,60,50.0,ON,ON,ON,82
SNS0002957,Room-114,2025-07-07,11:00,28.9,65.2,15,60,25.0,OFF,ON,OFF,160
SNS0002958,Room-114,2025-07-07,12:00,27.2,42.7,4,60,6.7,OFF,ON,OFF,162
