attendance_id,student_id,date,day_of_week,class,section,status,entry_time,exit_time,capture_method,rfid_tag,is_anomaly
ATT0015300,STU00705,2025-07-19,Saturday,11,A,Present,07:35,15:19,RFID,E5D40A193C35,0
ATT0015301,STU00706,2025-07-19,Saturday,8,B,Medical Leave,,,,,0
ATT0015302,STU00707,2025-07-19,Saturday,6,B,Present,07:43,15:11,RFID,9DF143FB25B9,0
ATT0015303,STU00708,2025-07-19,Saturday,11,A,Present,07:32,15:06,Biometric,,0
ATT0015304,STU00709,2025-07-19,Saturday,3,C,Present,07:44,15:46,RFID,6326996CE8C4,0
ATT0015305,STU00710,2025-07-19,Saturday,3,B,Present,07:31,13:03,Face Recognition,,0
ATT0015306,STU00711,2025-07-19,Saturday,5,C,Present,07:24,13:25,RFID,4E6B08D0A1EC,0
ATT0015307,STU00712,2025-07-19,Saturday,6,D,Present,07:30,14:17,RFID,65E7CD72791D,0
ATT0015308,STU00713,2025-07-19,Saturday,5,A,Present,07:11,14:22,Biometric,,0
ATT0015309,STU00714,2025-07-19,Saturday,2,A,Present,07:29,14:36,Face Recognition,,0
ATT0015310,STU00715,2025-07-19,Saturday,3,B,Present,07:17,14:01,RFID,AB7E17ECCF7E,0
ATT0015311,STU00716,2025-07-19,Saturday,8,D,Present,07:21,13:47,Face Recognition,,0
ATT0015312,STU00719,2025-07-19,Saturday,8,B,Present,07:12,14:33,RFID,56A78CB89037,0
ATT0015313,STU00720,2025-07-19,Saturday,9,B,Present,07:23,15:07,RFID,FAABFDE0D355,0
ATT0015314,STU00721,2025-07-19,Saturday,2,B,Present,07:20,14:54,Face Recognition,,0
ATT0015315,STU00722,2025-07-19,Saturday,9,C,Present,07:18,14:23,RFID,09DFA369EC1F,0
ATT0015316,STU00723,2025-07-19,Saturday,1,A,Present,07:39,13:12,Face Recognition,,0
ATT0015317,STU00724,2025-07-19,Saturday,8,A,Late,08:12,15:16,RFID,7D7609878FD8,0
ATT0015318,STU00725,2025-07-19,Saturday,3,C,Authorized Leave,,,,,0
ATT0015319,STU00726,2025-07-19,Saturday,3,C,Present,07:41,14:19,RFID,AFAE8F625983,0
ATT0015320,STU00728,2025-07-19,Saturday,8,A,Absent,,,,,0
ATT0015321,STU00729,2025-07-19,Saturday,4,A,Present,07:39,15:11,RFID,CD206A98FF4F,0
ATT0015322,STU00730,2025-07-19,Saturday,11,D,Present,07:23,14:39,Biometric,,0
ATT0015323,STU00731,2025-07-19,Saturday,9,C,Present,07:21,13:26,Face Recognition,,0
ATT0015324,STU00732,2025-07-19,Saturday,1,C,Present,07:12,14:54,RFID,4F15167AF7F6,0
ATT0015325,STU00733,2025-07-19,Saturday,8,B,Present,07:40,14:13,RFID,86DACEA0B5F4,0
ATT0015326,STU00734,2025-07-19,Saturday,9,D,Present,07:31,13:11,RFID,4929E67CD74E,0
ATT0015327,STU00735,2025-07-19,Saturday,6,D,Present,07:19,15:59,RFID,F28EC1E494C4,0
ATT0015328,STU00736,2025-07-19,Saturday,7,B,Present,07:35,15:49,RFID,5AD432E7CDA7,0
ATT0015329,STU00737,2025-07-19,Saturday,4,C,Present,07:38,15:37,RFID,9193E899572E,0
ATT0015330,STU00738,2025-07-19,Saturday,7,C,Present,07:10,15:16,RFID,6424A69A7DDE,0
ATT0015331,STU00739,2025-07-19,Saturday,5,B,Present,07:45,14:17,RFID,4560833BC930,0
ATT0015332,STU00740,2025-07-19,Saturday,8,A,Present,07:26,14:56,RFID,4A07CB5215AF,0
ATT0015333,STU00741,2025-07-19,Saturday,6,B,Present,07:14,14:17,Biometric,,0
ATT0015334,STU00743,2025-07-19,Saturday,7,C,Present,07:43,13:52,RFID,7D94E33C9C20,0
ATT0015335,STU00744,2025-07-19,Saturday,8,D,Present,07:38,14:29,Biometric,,0
ATT0015336,STU00745,2025-07-19,Saturday,5,B,Present,07:41,14:01,Biometric,,0
ATT0015337,STU00746,2025-07-19,Saturday,10,C,Present,07:27,13:07,RFID,276E121086FE,0
ATT0015338,STU00748,2025-07-19,Saturday,10,A,Late,08:17,13:06,RFID,F4E0BA49637A,0
ATT0015339,STU00749,2025-07-19,Saturday,2,A,Absent,,,,,0
ATT0015340,STU00750,2025-07-19,Saturday,1,A,Present,07:21,13:45,RFID,3D181BE0B0EF,0
ATT0015341,STU00751,2025-07-19,Saturday,10,A,Present,07:17,15:10,RFID,4956C03D9FB6,0
ATT0015342,STU00753,2025-07-19,Saturday,5,B,Absent,,,,,0
ATT0015343,STU00754,2025-07-19,Saturday,4,B,Present,07:29,14:00,RFID,EF5374EB3C02,0
ATT0015344,STU00755,2025-07-19,Saturday,6,B,Present,07:37,15:53,RFID,DC6115E5D379,0
ATT0015345,STU00756,2025-07-19,Saturday,8,C,Present,07:41,15:36,Face Recognition,,0
ATT0015346,STU00757,2025-07-19,Saturday,9,D,Absent,,,,,0
ATT0015347,STU00758,2025-07-19,Saturday,8,A,Present,07:14,14:02,Biometric,,0
ATT0015348,STU00759,2025-07-19,Saturday,5,B,Present,07:19,15:04,Face Recognition,,0
ATT0015349,STU00760,2025-07-19,Saturday,9,C,Present,07:38,13:34,Face Recognition,,0
ATT0015350,STU00761,2025-07-19,Saturday,9,B,Present,07:37,15:26,RFID,AF110B4AD89D,0
ATT0015351,STU00762,2025-07-19,Saturday,9,A,Present,07:11,15:19,RFID,C89CF33EA69B,0
ATT0015352,STU00763,2025-07-19,Saturday,2,C,Present,07:17,15:07,Biometric,,0
ATT0015353,STU00764,2025-07-19,Saturday,11,C,Present,07:35,15:01,Biometric,,0
ATT0015354,STU00765,2025-07-19,Saturday,7,B,Present,07:29,15:25,RFID,A5CB00955811,0
ATT0015355,STU00766,2025-07-19,Saturday,10,D,Present,07:25,15:13,RFID,58B003A02BCE,0
ATT0015356,STU00767,2025-07-19,Saturday,9,A,Present,07:38,14:56,Face Recognition,,0
ATT0015357,STU00768,2025-07-19,Saturday,7,B,Present,07:25,14:02,Face Recognition,,1
ATT0015358,STU00769,2025-07-19,Saturday,3,C,Medical Leave,,,,,0
ATT0015359,STU00770,2025-07-19,Saturday,7,C,Present,07:34,13:02,Face Recognition,,0
ATT0015360,STU00771,2025-07-19,Saturday,10,A,Present,07:25,13:46,Biometric,,0
ATT0015361,STU00773,2025-07-19,Saturday,12,D,Present,07:34,13:07,Biometric,,0
ATT0015362,STU00774,2025-07-19,Saturday,4,A,Present,07:21,13:50,Face Recognition,,0
ATT0015363,STU00775,2025-07-19,Saturday,1,A,Present,07:44,15:41,Face Recognition,,0
ATT0015364,STU00776,2025-07-19,Saturday,3,A,Present,07:22,15:07,RFID,1EFF690E8648,0
ATT0015365,STU00777,2025-07-19,Saturday,3,A,Present,07:34,13:58,Biometric,,0
ATT0015366,STU00778,2025-07-19,Saturday,3,B,Present,07:42,14:57,Biometric,,0
ATT0015367,STU00779,2025-07-19,Saturday,9,D,Present,07:20,15:15,Face Recognition,,0
ATT0015368,STU00780,2025-07-19,Saturday,8,C,Present,07:18,15:55,RFID,D86127BFDFA6,0
ATT0015369,STU00781,2025-07-19,Saturday,7,B,Absent,,,,,0
ATT0015370,STU00782,2025-07-19,Saturday,10,A,Present,07:38,14:32,RFID,FBAB60575905,0
ATT0015371,STU00783,2025-07-19,Saturday,10,A,Present,07:20,14:37,Biometric,,0
ATT0015372,STU00784,2025-07-19,Saturday,9,A,Present,07:35,14:27,RFID,1096E1DC67D9,0
ATT0015373,STU00785,2025-07-19,Saturday,10,C,Present,07:26,13:07,RFID,FE9259D45C9C,0
ATT0015374,STU00786,2025-07-19,Saturday,1,C,Present,07:44,13:05,RFID,D4E47FF89E89,0
ATT0015375,STU00787,2025-07-19,Saturday,2,C,Present,07:15,15:50,Biometric,,0
ATT0015376,STU00788,2025-07-19,Saturday,12,B,Present,07:23,13:55,Biometric,,0
ATT0015377,STU00790,2025-07-19,Saturday,3,B,Absent,,,,,0
ATT0015378,STU00791,2025-07-19,Saturday,1,B,Present,07:37,15:17,Biometric,,0
ATT0015379,STU00792,2025-07-19,Saturday,5,C,Present,07:20,15:07,Face Recognition,,0
ATT0015380,STU00793,2025-07-19,Saturday,3,C,Present,07:15,15:29,Biometric,,0
ATT0015381,STU00795,2025-07-19,Saturday,5,A,Present,07:28,13:23,Face Recognition,,0
ATT0015382,STU00796,2025-07-19,Saturday,5,A,Present,07:27,13:44,RFID,FC538B7338D1,0
ATT0015383,STU00797,2025-07-19,Saturday,1,B,Present,07:17,13:22,RFID,2102237EEBDB,0
ATT0015384,STU00798,2025-07-19,Saturday,8,C,Present,07:32,14:52,RFID,2D5941B21FEA,0
ATT0015385,STU00799,2025-07-19,Saturday,2,B,Present,07:31,13:47,RFID,A55E0A120CFF,0
ATT0015386,STU00800,2025-07-19,Saturday,1,C,Present,07:32,14:39,Biometric,,0
ATT0015387,STU00801,2025-07-19,Saturday,1,B,Present,07:41,14:27,Biometric,,0
ATT0015388,STU00802,2025-07-19,Saturday,2,A,Present,07:13,13:23,Biometric,,0
ATT0015389,STU00803,2025-07-19,Saturday,2,A,Present,07:33,15:52,Face Recognition,,0
ATT0015390,STU00804,2025-07-19,Saturday,8,D,Present,07:42,14:59,Face Recognition,,0
ATT0015391,STU00805,2025-07-19,Saturday,5,C,Absent,,,,,0
ATT0015392,STU00806,2025-07-19,Saturday,2,C,Late,08:00,14:02,RFID,030A329311FC,0
ATT0015393,STU00807,2025-07-19,Saturday,4,A,Absent,,,,,0
ATT0015394,STU00808,2025-07-19,Saturday,1,C,Present,07:30,13:14,Biometric,,0
ATT0015395,STU00809,2025-07-19,Saturday,3,B,Present,07:26,14:57,RFID,7F746EF01565,0
ATT0015396,STU00810,2025-07-19,Saturday,1,A,Present,07:28,14:49,Biometric,,0
ATT0015397,STU00811,2025-07-19,Saturday,1,B,Present,07:37,15:41,Biometric,,0
ATT0015398,STU00812,2025-07-19,Saturday,6,C,Late,08:02,13:09,RFID,70EB0249C0EC,0
ATT0015399,STU00813,2025-07-19,Saturday,7,D,Present,07:16,14:00,Face Recognition,,0
ATT0015400,STU00814,2025-07-19,Saturday,1,A,Present,07:16,15:06,RFID,A25BF8969E66,0
ATT0015401,STU00815,2025-07-19,Saturday,3,A,Present,07:17,13:00,RFID,FD3014B9526E,0
ATT0015402,STU00816,2025-07-19,Saturday,3,C,Present,07:37,14:45,Biometric,,0
ATT0015403,STU00817,2025-07-19,Saturday,4,A,Present,07:34,13:19,RFID,4A7A6AFED93C,0
ATT0015404,STU00818,2025-07-19,Saturday,5,B,Present,07:40,14:55,RFID,E4C7720D0769,0
ATT0015405,STU00819,2025-07-19,Saturday,2,A,Present,07:21,15:02,Biometric,,0
ATT0015406,STU00820,2025-07-19,Saturday,9,B,Present,07:42,14:26,Biometric,,0
ATT0015407,STU00821,2025-07-19,Saturday,1,A,Present,07:14,15:19,Face Recognition,,0
ATT0015408,STU00822,2025-07-19,Saturday,11,B,Absent,,,,,0
ATT0015409,STU00823,2025-07-19,Saturday,7,B,Present,07:36,15:30,RFID,51FD36A60F93,0
ATT0015410,STU00824,2025-07-19,Saturday,6,D,Present,07:28,15:01,Biometric,,0
ATT0015411,STU00825,2025-07-19,Saturday,7,A,Present,07:40,15:26,Biometric,,0
ATT0015412,STU00826,2025-07-19,Saturday,3,A,Present,07:38,14:29,Biometric,,0
ATT0015413,STU00827,2025-07-19,Saturday,7,C,Present,07:16,13:34,Biometric,,0
ATT0015414,STU00828,2025-07-19,Saturday,12,B,Present,07:29,15:01,RFID,F0D15E20B185,0
ATT0015415,STU00829,2025-07-19,Saturday,7,B,Present,07:37,15:02,RFID,30332463CDDA,0
ATT0015416,STU00830,2025-07-19,Saturday,4,B,Present,07:38,15:15,Biometric,,0
ATT0015417,STU00831,2025-07-19,Saturday,7,D,Present,07:45,13:09,RFID,F1847CD3391E,0
ATT0015418,STU00832,2025-07-19,Saturday,12,D,Present,07:10,15:19,RFID,A9176AD166A1,0
ATT0015419,STU00833,2025-07-19,Saturday,3,C,Present,07:13,14:45,Biometric,,0
ATT0015420,STU00834,2025-07-19,Saturday,12,C,Present,07:11,15:54,Biometric,,0
ATT0015421,STU00835,2025-07-19,Saturday,1,B,Present,07:37,15:27,RFID,5499BB493E7A,0
ATT0015422,STU00836,2025-07-19,Saturday,12,B,Present,07:41,15:09,RFID,2A554874E32E,1
ATT0015423,STU00837,2025-07-19,Saturday,9,C,Present,07:41,15:17,Face Recognition,,0
ATT0015424,STU00838,2025-07-19,Saturday,11,C,Medical Leave,,,,,0
ATT0015425,STU00839,2025-07-19,Saturday,7,B,Present,07:26,14:13,Biometric,,0
ATT0015426,STU00840,2025-07-19,Saturday,7,A,Present,07:33,13:18,RFID,8D9696B91CFD,0
ATT0015427,STU00841,2025-07-19,Saturday,8,A,Late,08:27,14:41,RFID,D474E715BEC8,0
ATT0015428,STU00842,2025-07-19,Saturday,7,D,Present,07:21,14:29,Biometric,,0
ATT0015429,STU00843,2025-07-19,Saturday,3,A,Present,07:38,13:56,Biometric,,0
ATT0015430,STU00844,2025-07-19,Saturday,11,B,Present,07:19,14:31,Face Recognition,,0
ATT0015431,STU00845,2025-07-19,Saturday,10,B,Present,07:25,15:09,RFID,22E1AED2EFF4,0
ATT0015432,STU00846,2025-07-19,Saturday,4,C,Late,08:00,13:10,RFID,914CE9D27B46,0
ATT0015433,STU00847,2025-07-19,Saturday,2,A,Present,07:33,13:16,Face Recognition,,0
ATT0015434,STU00848,2025-07-19,Saturday,2,C,Present,07:32,14:45,Biometric,,0
ATT0015435,STU00849,2025-07-19,Saturday,11,C,Present,07:26,13:14,Biometric,,0
ATT0015436,STU00850,2025-07-19,Saturday,10,B,Present,07:17,13:04,RFID,61CD641E80CC,0
ATT0015437,STU00851,2025-07-19,Saturday,4,B,Present,07:31,13:59,RFID,423B66DD5ECA,0
ATT0015438,STU00852,2025-07-19,Saturday,6,C,Present,07:44,14:29,Face Recognition,,0
ATT0015439,STU00854,2025-07-19,Saturday,6,B,Late,08:16,14:20,RFID,078B36C6961F,0
ATT0015440,STU00855,2025-07-19,Saturday,12,D,Present,07:39,14:34,RFID,6E70851107EE,0
ATT0015441,STU00856,2025-07-19,Saturday,2,C,Present,07:45,14:15,Biometric,,0
ATT0015442,STU00857,2025-07-19,Saturday,2,B,Present,07:26,14:09,Face Recognition,,0
ATT0015443,STU00858,2025-07-19,Saturday,9,C,Present,07:21,14:53,Face Recognition,,0
ATT0015444,STU00860,2025-07-19,Saturday,3,B,Present,07:14,13:40,Face Recognition,,0
ATT0015445,STU00861,2025-07-19,Saturday,1,C,Absent,,,,,0
ATT0015446,STU00863,2025-07-19,Saturday,2,B,Absent,,,,,0
ATT0015447,STU00864,2025-07-19,Saturday,6,D,Absent,,,,,0
ATT0015448,STU00865,2025-07-19,Saturday,8,A,Absent,,,,,0
ATT0015449,STU00866,2025-07-19,Saturday,3,A,Late,08:29,15:19,Face Recognition,,0
ATT0015450,STU00867,2025-07-19,Saturday,4,C,Present,07:18,15:26,RFID,5C785C5FF1AC,0
ATT0015451,STU00868,2025-07-19,Saturday,5,C,Present,07:41,14:00,Biometric,,0
ATT0015452,STU00869,2025-07-19,Saturday,8,B,Present,07:12,14:49,Biometric,,0
ATT0015453,STU00870,2025-07-19,Saturday,5,A,Late,08:28,13:23,RFID,A103CA6196DF,0
ATT0015454,STU00871,2025-07-19,Saturday,12,D,Present,07:22,14:59,RFID,56B17BBDA9B5,1
ATT0015455,STU00872,2025-07-19,Saturday,5,C,Present,07:15,15:47,RFID,59489CEA8710,0
ATT0015456,STU00873,2025-07-19,Saturday,6,C,Late,08:03,13:10,RFID,890F5D51E522,0
ATT0015457,STU00874,2025-07-19,Saturday,9,B,Medical Leave,,,,,0
ATT0015458,STU00875,2025-07-19,Saturday,11,C,Absent,,,,,0
ATT0015459,STU00876,2025-07-19,Saturday,6,C,Present,07:22,14:38,Face Recognition,,0
ATT0015460,STU00877,2025-07-19,Saturday,5,C,Late,08:14,13:17,Biometric,,0
ATT0015461,STU00878,2025-07-19,Saturday,4,B,Present,07:43,13:13,RFID,4389E69F6CC2,0
ATT0015462,STU00879,2025-07-19,Saturday,4,B,Present,07:11,13:45,Face Recognition,,0
ATT0015463,STU00880,2025-07-19,Saturday,8,C,Present,07:41,13:54,Biometric,,0
ATT0015464,STU00881,2025-07-19,Saturday,3,B,Present,07:32,14:39,RFID,AF0B9021FBBE,0
ATT0015465,STU00882,2025-07-19,Saturday,12,B,Present,07:30,13:45,Face Recognition,,0
ATT0015466,STU00883,2025-07-19,Saturday,7,D,Present,07:17,15:17,RFID,EBEFECC90ACE,0
ATT0015467,STU00884,2025-07-19,Saturday,10,A,Present,07:32,14:26,RFID,D789D1D2A397,0
ATT0015468,STU00885,2025-07-19,Saturday,10,C,Present,07:28,15:59,Biometric,,0
ATT0015469,STU00887,2025-07-19,Saturday,2,A,Present,07:24,14:47,RFID,A4AC22E6D82D,0
ATT0015470,STU00888,2025-07-19,Saturday,12,D,Present,07:33,15:10,RFID,299A233BCFEB,0
ATT0015471,STU00889,2025-07-19,Saturday,6,C,Late,08:26,15:17,Biometric,,0
ATT0015472,STU00890,2025-07-19,Saturday,1,C,Present,07:27,13:02,RFID,CCBF6C00DD3F,0
ATT0015473,STU00891,2025-07-19,Saturday,5,C,Present,07:44,13:40,Biometric,,0
ATT0015474,STU00892,2025-07-19,Saturday,12,B,Absent,,,,,0
ATT0015475,STU00893,2025-07-19,Saturday,6,C,Present,07:10,14:16,Biometric,,0
ATT0015476,STU00894,2025-07-19,Saturday,8,A,Present,07:33,14:13,RFID,088FD9A1FAE7,1
ATT0015477,STU00895,2025-07-19,Saturday,12,B,Present,07:12,13:32,Face Recognition,,0
ATT0015478,STU00896,2025-07-19,Saturday,7,A,Absent,,,,,0
ATT0015479,STU00897,2025-07-19,Saturday,10,A,Present,07:39,15:17,RFID,49EBDC4948A9,0
ATT0015480,STU00898,2025-07-19,Saturday,9,D,Present,07:34,13:28,RFID,34EB3C468F0C,0
ATT0015481,STU00899,2025-07-19,Saturday,12,C,Present,07:22,14:03,Biometric,,0
ATT0015482,STU00900,2025-07-19,Saturday,8,C,Present,07:34,13:12,RFID,700AB273FBF1,0
ATT0015483,STU00901,2025-07-19,Saturday,1,A,Present,07:41,13:07,Face Recognition,,0
ATT0015484,STU00902,2025-07-19,Saturday,8,A,Present,07:13,14:43,Biometric,,0
ATT0015485,STU00903,2025-07-19,Saturday,11,C,Present,07:19,13:30,RFID,9ADB28E85B71,0
ATT0015486,STU00904,2025-07-19,Saturday,1,A,Present,07:15,13:27,RFID,B86EF9D97789,0
ATT0015487,STU00905,2025-07-19,Saturday,2,A,Present,07:11,13:13,Face Recognition,,0
ATT0015488,STU00907,2025-07-19,Saturday,3,B,Present,07:18,14:06,RFID,4025B04C7DFF,0
ATT0015489,STU00908,2025-07-19,Saturday,11,C,Present,07:37,14:00,RFID,832DF449E4AD,0
ATT0015490,STU00909,2025-07-19,Saturday,10,A,Present,07:36,15:21,RFID,0BCE5CC91652,0
ATT0015491,STU00910,2025-07-19,Saturday,4,B,Present,07:43,15:51,RFID,900709B42E2D,0
ATT0015492,STU00911,2025-07-19,Saturday,3,B,Medical Leave,,,,,0
ATT0015493,STU00912,2025-07-19,Saturday,7,D,Absent,,,,,0
ATT0015494,STU00913,2025-07-19,Saturday,1,A,Present,07:39,14:24,RFID,CB17542848EC,0
ATT0015495,STU00914,2025-07-19,Saturday,2,A,Present,07:15,15:50,RFID,BC07964B6752,0
ATT0015496,STU00916,2025-07-19,Saturday,12,A,Present,07:13,13:12,Biometric,,0
ATT0015497,STU00918,2025-07-19,Saturday,5,A,Present,07:35,15:25,RFID,FC6D91A09A3A,0
ATT0015498,STU00919,2025-07-19,Saturday,12,A,Present,07:21,14:39,RFID,D4F5121F2417,0
ATT0015499,STU00920,2025-07-19,Saturday,8,A,Present,07:35,14:57,Face Recognition,,0
ATT0015500,STU00921,2025-07-19,Saturday,12,D,Present,07:29,15:54,RFID,98879D82968E,1
ATT0015501,STU00922,2025-07-19,Saturday,3,B,Present,07:40,14:38,Biometric,,0
ATT0015502,STU00923,2025-07-19,Saturday,8,B,Present,07:26,15:12,RFID,50E684AE778C,0
ATT0015503,STU00924,2025-07-19,Saturday,2,C,Present,07:11,13:34,RFID,B8B329091343,0
ATT0015504,STU00925,2025-07-19,Saturday,8,A,Present,07:31,13:24,Face Recognition,,0
ATT0015505,STU00926,2025-07-19,Saturday,1,B,Present,07:31,13:08,RFID,CFEAE25B3B9F,0
ATT0015506,STU00927,2025-07-19,Saturday,4,B,Present,07:21,15:26,RFID,C4060FB7ED2D,0
ATT0015507,STU00928,2025-07-19,Saturday,11,B,Present,07:20,14:04,Face Recognition,,0
ATT0015508,STU00929,2025-07-19,Saturday,10,D,Late,08:26,14:05,Biometric,,0
ATT0015509,STU00930,2025-07-19,Saturday,7,B,Present,07:21,15:56,Biometric,,0
ATT0015510,STU00931,2025-07-19,Saturday,3,B,Present,07:28,14:20,Biometric,,0
ATT0015511,STU00932,2025-07-19,Saturday,11,A,Present,07:25,15:51,Face Recognition,,0
ATT0015512,STU00933,2025-07-19,Saturday,4,A,Present,07:19,13:31,Face Recognition,,0
ATT0015513,STU00934,2025-07-19,Saturday,12,D,Present,07:17,13:07,Face Recognition,,0
ATT0015514,STU00935,2025-07-19,Saturday,11,D,Present,07:24,13:14,Biometric,,0
ATT0015515,STU00936,2025-07-19,Saturday,4,A,Present,07:31,13:40,RFID,E76497DAE0DE,0
ATT0015516,STU00937,2025-07-19,Saturday,9,B,Present,07:41,15:20,RFID,EF250C75EA21,0
ATT0015517,STU00938,2025-07-19,Saturday,8,B,Absent,,,,,0
ATT0015518,STU00940,2025-07-19,Saturday,5,A,Late,08:14,14:01,RFID,3D7EAFD97FB9,0
ATT0015519,STU00941,2025-07-19,Saturday,5,C,Absent,,,,,0
ATT0015520,STU00943,2025-07-19,Saturday,10,D,Present,07:15,14:17,Biometric,,0
ATT0015521,STU00944,2025-07-19,Saturday,10,B,Present,07:27,13:42,Biometric,,0
ATT0015522,STU00946,2025-07-19,Saturday,1,A,Present,07:25,15:55,Face Recognition,,0
ATT0015523,STU00947,2025-07-19,Saturday,3,B,Present,07:20,14:00,Biometric,,0
ATT0015524,STU00948,2025-07-19,Saturday,7,D,Present,07:10,13:26,Biometric,,0
ATT0015525,STU00949,2025-07-19,Saturday,7,D,Present,07:27,15:52,RFID,417C9EDA229B,0
ATT0015526,STU00950,2025-07-19,Saturday,1,C,Present,07:35,13:27,RFID,A1BE8CFCDC81,0
ATT0015527,STU00951,2025-07-19,Saturday,5,A,Present,07:11,13:26,Biometric,,0
ATT0015528,STU00952,2025-07-19,Saturday,1,C,Present,07:18,13:45,RFID,DAB9B7DBCEF9,0
ATT0015529,STU00953,2025-07-19,Saturday,10,A,Present,07:42,13:43,Face Recognition,,0
ATT0015530,STU00954,2025-07-19,Saturday,6,B,Present,07:12,15:30,Biometric,,0
ATT0015531,STU00955,2025-07-19,Saturday,5,C,Present,07:34,13:01,RFID,F093F1E64F8D,0
ATT0015532,STU00957,2025-07-19,Saturday,11,B,Present,07:43,14:15,RFID,CB83EBCA2203,0
ATT0015533,STU00958,2025-07-19,Saturday,5,A,Absent,,,,,0
ATT0015534,STU00959,2025-07-19,Saturday,7,A,Present,07:36,14:08,RFID,E471A30EFB2B,0
ATT0015535,STU00960,2025-07-19,Saturday,5,A,Present,07:14,13:09,RFID,81DD37AB0885,0
ATT0015536,STU00961,2025-07-19,Saturday,7,C,Present,07:14,13:43,RFID,47A0098E1612,0
ATT0015537,STU00962,2025-07-19,Saturday,9,A,Present,07:19,13:38,RFID,FE9846E71806,0
ATT0015538,STU00963,2025-07-19,Saturday,12,C,Present,07:45,13:58,Face Recognition,,0
ATT0015539,STU00964,2025-07-19,Saturday,12,B,Authorized Leave,,,,,0
ATT0015540,STU00966,2025-07-19,Saturday,12,D,Present,07:13,13:47,Biometric,,0
ATT0015541,STU00968,2025-07-19,Saturday,7,D,Present,07:40,13:09,RFID,183623E8A028,0
ATT0015542,STU00969,2025-07-19,Saturday,6,A,Present,07:33,14:30,RFID,A8F9BA44444A,0
ATT0015543,STU00970,2025-07-19,Saturday,6,A,Authorized Leave,,,,,0
ATT0015544,STU00971,2025-07-19,Saturday,8,C,Present,07:11,13:25,RFID,76724431BF72,0
ATT0015545,STU00972,2025-07-19,Saturday,8,B,Present,07:21,15:14,RFID,21CE7481C835,0
ATT0015546,STU00973,2025-07-19,Saturday,12,A,Present,07:25,15:43,Face Recognition,,0
ATT0015547,STU00974,2025-07-19,Saturday,8,D,Present,07:13,15:04,RFID,DE8CE6BB1354,0
ATT0015548,STU00975,2025-07-19,Saturday,12,D,Present,07:40,13:31,Biometric,,0
ATT0015549,STU00976,2025-07-19,Saturday,2,A,Present,07:11,15:43,Biometric,,0
ATT0015550,STU00977,2025-07-19,Saturday,3,C,Absent,,,,,0
ATT0015551,STU00978,2025-07-19,Saturday,3,A,Present,07:45,15:08,Biometric,,0
ATT0015552,STU00979,2025-07-19,Saturday,1,B,Present,07:16,15:08,Biometric,,0
ATT0015553,STU00980,2025-07-19,Saturday,12,B,Present,07:14,15:56,Biometric,,0
ATT0015554,STU00981,2025-07-19,Saturday,9,C,Present,07:31,14:11,RFID,457417E749FC,0
ATT0015555,STU00982,2025-07-19,Saturday,7,A,Present,07:28,13:25,RFID,85730EF87D2C,0
ATT0015556,STU00983,2025-07-19,Saturday,4,B,Present,07:42,13:22,RFID,D63C037CB68E,0
ATT0015557,STU00984,2025-07-19,Saturday,2,C,Present,07:26,13:51,Biometric,,0
ATT0015558,STU00985,2025-07-19,Saturday,12,B,Present,07:41,14:26,Face Recognition,,1
ATT0015559,STU00986,2025-07-19,Saturday,9,B,Present,07:10,15:23,RFID,15CF2AF56D34,0
ATT0015560,STU00987,2025-07-19,Saturday,10,B,Present,07:28,14:38,RFID,6D69277F0B0C,0
ATT0015561,STU00988,2025-07-19,Saturday,8,B,Present,07:19,15:24,Face Recognition,,0
ATT0015562,STU00989,2025-07-19,Saturday,10,D,Present,07:25,15:30,Face Recognition,,0
ATT0015563,STU00990,2025-07-19,Saturday,2,B,Present,07:16,14:24,Biometric,,0
ATT0015564,STU00991,2025-07-19,Saturday,3,C,Present,07:30,13:43,RFID,6C76D540A746,0
ATT0015565,STU00992,2025-07-19,Saturday,1,A,Present,07:35,13:47,RFID,6C8900A410A9,0
ATT0015566,STU00993,2025-07-19,Saturday,5,A,Absent,,,,,0
ATT0015567,STU00994,2025-07-19,Saturday,9,C,Present,07:42,15:22,Biometric,,0
ATT0015568,STU00995,2025-07-19,Saturday,9,B,Present,07:13,14:16,Biometric,,0
ATT0015569,STU00996,2025-07-19,Saturday,5,A,Present,07:45,13:28,Biometric,,0
ATT0015570,STU00997,2025-07-19,Saturday,11,A,Present,07:26,15:56,Face Recognition,,0
ATT0015571,STU00998,2025-07-19,Saturday,1,B,Present,07:37,13:19,Face Recognition,,0
ATT0015572,STU00999,2025-07-19,Saturday,7,D,Absent,,,,,0
ATT0015573,STU00001,2025-07-21,Monday,5,A,Absent,,,,,0
ATT0015574,STU00002,2025-07-21,Monday,3,A,Present,07:37,15:41,RFID,53C98BEB4DC4,0
ATT0015575,STU00003,2025-07-21,Monday,11,C,Present,07:10,14:10,RFID,4216EF2F3585,0
ATT0015576,STU00004,2025-07-21,Monday,12,C,Present,07:33,13:59,Biometric,,0
ATT0015577,STU00005,2025-07-21,Monday,10,D,Present,07:39,14:51,RFID,FBC81083AEEE,1
ATT0015578,STU00006,2025-07-21,Monday,9,A,Late,08:04,14:31,Biometric,,0
ATT0015579,STU00007,2025-07-21,Monday,7,C,Present,07:34,15:01,Biometric,,0
ATT0015580,STU00008,2025-07-21,Monday,7,B,Present,07:29,14:13,Biometric,,0
