record_id,student_id,class,section,subject,exam_type,academic_year,max_marks,marks_obtained,percentage,grade,teacher_id,remarks
REC0005717,STU00429,3,A,Hindi,Unit Test 1,2025-26,50,38,76.0,B+,TCH0072,
REC0005718,STU00429,3,A,Mathematics,Unit Test 1,2025-26,50,32,64.0,B,TCH0018,Average
REC0005719,STU00429,3,A,Science,Unit Test 1,2025-26,50,34,68.0,B,TCH0075,Average
REC0005720,STU00429,3,A,Social Studies,Unit Test 1,2025-26,50,39,78.0,B+,TCH0057,Good
REC0005721,STU00429,3,A,Computer Science,Unit Test 1,2025-26,50,43,86.0,A,TCH0070,
REC0005722,STU00429,3,A,Physical Education,Unit Test 1,2025-26,50,37,74.0,B+,TCH0014,Absent for exam
REC0005723,STU00430,6,D,English,Unit Test 3,2025-26,50,28,56.0,C,TCH0075,Good
REC0005724,STU00430,6,D,Hindi,Unit Test 3,2025-26,50,38,76.0,B+,TCH0066,Needs improvement
REC0005725,STU00430,6,D,Mathematics,Unit Test 3,2025-26,50,23,46.0,D,TCH0008,Average
REC0005726,STU00430,6,D,Science,Unit Test 3,2025-26,50,28,56.0,C,TCH0057,Retest required
REC0005727,STU00430,6,D,Social Studies,Unit Test 3,2025-26,50,27,54.0,C,TCH0005,Average
REC0005728,STU00430,6,D,Computer Science,Unit Test 3,2025-26,50,31,62.0,B,TCH0069,Retest required
REC0005729,STU00430,6,D,Physical Education,Unit Test 3,2025-26,50,36,72.0,B+,TCH0005,Average
REC0005730,STU00430,6,D,English,Mid Term,2025-26,100,63,63.0,B,TCH0041,Average
REC0005731,STU00430,6,D,Hindi,Mid Term,2025-26,100,59,59.0,C,TCH0037,Excellent
REC0005732,STU00430,6,D,Mathematics,Mid Term,2025-26,100,65,65.0,B,TCH0004,Needs improvement
REC0005733,STU00430,6,D,Science,Mid Term,2025-26,100,63,63.0,B,TCH0026,Absent for exam
REC0005734,STU00430,6,D,Social Studies,Mid Term,2025-26,100,67,67.0,B,TCH0039,
REC0005735,STU00430,6,D,Computer Science,Mid Term,2025-26,100,75,75.0,B+,TCH0003,Good
REC0005736,STU00430,6,D,Physical Education,Mid Term,2025-26,100,56,56.0,C,TCH0003,Needs improvement
REC0005737,STU00431,5,A,English,Mid Term,2025-26,100,35,35.0,D,TCH0032,Retest required
REC0005738,STU00431,5,A,Hindi,Mid Term,2025-26,100,50,50.0,C,TCH0033,Excellent
REC0005739,STU00431,5,A,Mathematics,Mid Term,2025-26,100,39,39.0,D,TCH0069,Needs improvement
REC0005740,STU00431,5,A,Science,Mid Term,2025-26,100,50,50.0,C,TCH0029,Absent for exam
REC0005741,STU00431,5,A,Social Studies,Mid Term,2025-26,100,33,33.0,D,TCH0003,Average
REC0005742,STU00431,5,A,Computer Science,Mid Term,2025-26,100,46,46.0,D,TCH0029,Needs improvement
REC0005743,STU00431,5,A,Physical Education,Mid Term,2025-26,100,45,45.0,D,TCH0072,Needs improvement
REC0005744,STU00431,5,A,English,Unit Test 3,2025-26,50,25,50.0,C,TCH0069,Average
REC0005745,STU00431,5,A,Hindi,Unit Test 3,2025-26,50,18,36.0,D,TCH0062,Good
REC0005746,STU00431,5,A,Mathematics,Unit Test 3,2025-26,50,15,30.0,F,TCH0069,Retest required
REC0005747,STU00431,5,A,Science,Unit Test 3,2025-26,50,11,22.0,F,TCH0051,Needs improvement
REC0005748,STU00431,5,A,Social Studies,Unit Test 3,2025-26,50,21,42.0,D,TCH0031,Excellent
REC0005749,STU00431,5,A,Computer Science,Unit Test 3,2025-26,50,18,36.0,D,TCH0057,
REC0005750,STU00431,5,A,Physical Education,Unit Test 3,2025-26,50,15,30.0,F,TCH0075,Average
REC0005751,STU00432,8,A,English,Unit Test 2,2025-26,50,46,92.0,A+,TCH0064,
REC0005752,STU00432,8,A,Hindi,Unit Test 2,2025-26,50,41,82.0,A,TCH0068,Retest required
REC0005753,STU00432,8,A,Mathematics,Unit Test 2,2025-26,50,36,72.0,B+,TCH0036,Average
REC0005754,STU00432,8,A,Science,Unit Test 2,2025-26,50,36,72.0,B+,TCH0019,Average
REC0005755,STU00432,8,A,Social Studies,Unit Test 2,2025-26,50,35,70.0,B+,TCH0054,
REC0005756,STU00432,8,A,Computer Science,Unit Test 2,2025-26,50,43,86.0,A,TCH0043,Retest required
REC0005757,STU00432,8,A,Physical Education,Unit Test 2,2025-26,50,44,88.0,A,TCH0015,Average
REC0005758,STU00432,8,A,English,Unit Test 3,2025-26,50,35,70.0,B+,TCH0044,Needs improvement
REC0005759,STU00432,8,A,Hindi,Unit Test 3,2025-26,50,34,68.0,B,TCH0080,Absent for exam
REC0005760,STU00432,8,A,Mathematics,Unit Test 3,2025-26,50,40,80.0,A,TCH0064,Good
REC0005761,STU00432,8,A,Science,Unit Test 3,2025-26,50,43,86.0,A,TCH0015,Excellent
REC0005762,STU00432,8,A,Social Studies,Unit Test 3,2025-26,50,35,70.0,B+,TCH0020,Needs improvement
REC0005763,STU00432,8,A,Computer Science,Unit Test 3,2025-26,50,35,70.0,B+,TCH0056,Average
REC0005764,STU00432,8,A,Physical Education,Unit Test 3,2025-26,50,33,66.0,B,TCH0045,Average
REC0005765,STU00433,10,C,English,Mid Term,2025-26,100,19,19.0,F,TCH0043,
REC0005766,STU00433,10,C,Hindi,Mid Term,2025-26,100,44,44.0,D,TCH0070,
REC0005767,STU00433,10,C,Mathematics,Mid Term,2025-26,100,39,39.0,D,TCH0045,Needs improvement
REC0005768,STU00433,10,C,Science,Mid Term,2025-26,100,36,36.0,D,TCH0079,Excellent
REC0005769,STU00433,10,C,Social Studies,Mid Term,2025-26,100,49,49.0,D,TCH0040,Absent for exam
REC0005770,STU00433,10,C,Computer Science,Mid Term,2025-26,100,35,35.0,D,TCH0074,Average
REC0005771,STU00433,10,C,Physical Education,Mid Term,2025-26,100,42,42.0,D,TCH0071,Good
REC0005772,STU00433,10,C,English,Final Exam,2025-26,100,42,42.0,D,TCH0043,Good
REC0005773,STU00433,10,C,Hindi,Final Exam,2025-26,100,43,43.0,D,TCH0065,Absent for exam
REC0005774,STU00433,10,C,Mathematics,Final Exam,2025-26,100,33,33.0,D,TCH0016,
REC0005775,STU00433,10,C,Science,Final Exam,2025-26,100,38,38.0,D,TCH0034,Needs improvement
REC0005776,STU00433,10,C,Social Studies,Final Exam,2025-26,100,31,31.0,F,TCH0044,Excellent
REC0005777,STU00433,10,C,Computer Science,Final Exam,2025-26,100,60,60.0,B,TCH0077,Absent for exam
REC0005778,STU00433,10,C,Physical Education,Final Exam,2025-26,100,33,33.0,D,TCH0008,
REC0005779,STU00434,1,A,English,Unit Test 2,2025-26,50,16,32.0,F,TCH0080,Excellent
REC0005780,STU00434,1,A,Hindi,Unit Test 2,2025-26,50,6,12.0,F,TCH0063,Average
REC0005781,STU00434,1,A,Mathematics,Unit Test 2,2025-26,50,14,28.0,F,TCH0046,Good
REC0005782,STU00434,1,A,Science,Unit Test 2,2025-26,50,13,26.0,F,TCH0074,Average
REC0005783,STU00434,1,A,Social Studies,Unit Test 2,2025-26,50,12,24.0,F,TCH0065,Retest required
REC0005784,STU00434,1,A,Computer Science,Unit Test 2,2025-26,50,4,8.0,F,TCH0039,Retest required
REC0005785,STU00434,1,A,Physical Education,Unit Test 2,2025-26,50,16,32.0,F,TCH0034,Absent for exam
REC0005786,STU00434,1,A,English,Unit Test 4,2025-26,50,15,30.0,F,TCH0077,Good
REC0005787,STU00434,1,A,Hindi,Unit Test 4,2025-26,50,8,16.0,F,TCH0078,Good
REC0005788,STU00434,1,A,Mathematics,Unit Test 4,2025-26,50,14,28.0,F,TCH0053,Good
REC0005789,STU00434,1,A,Science,Unit Test 4,2025-26,50,10,20.0,F,TCH0068,Average
REC0005790,STU00434,1,A,Social Studies,Unit Test 4,2025-26,50,12,24.0,F,TCH0064,Average
REC0005791,STU00434,1,A,Computer Science,Unit Test 4,2025-26,50,6,12.0,F,TCH0070,
REC0005792,STU00434,1,A,Physical Education,Unit Test 4,2025-26,50,17,34.0,D,TCH0051,Retest required
REC0005793,STU00435,10,B,English,Unit Test 1,2025-26,50,13,26.0,F,TCH0075,
REC0005794,STU00435,10,B,Hindi,Unit Test 1,2025-26,50,8,16.0,F,TCH0076,Absent for exam
REC0005795,STU00435,10,B,Mathematics,Unit Test 1,2025-26,50,17,34.0,D,TCH0002,Absent for exam
REC0005796,STU00435,10,B,Science,Unit Test 1,2025-26,50,19,38.0,D,TCH0039,Needs improvement
REC0005797,STU00435,10,B,Social Studies,Unit Test 1,2025-26,50,20,40.0,D,TCH0050,Absent for exam
REC0005798,STU00435,10,B,Computer Science,Unit Test 1,2025-26,50,21,42.0,D,TCH0037,Excellent
REC0005799,STU00435,10,B,Physical Education,Unit Test 1,2025-26,50,10,20.0,F,TCH0008,Good
REC0005800,STU00435,10,B,English,Final Exam,2025-26,100,49,49.0,D,TCH0072,Absent for exam
REC0005801,STU00435,10,B,Hindi,Final Exam,2025-26,100,47,47.0,D,TCH0031,
REC0005802,STU00435,10,B,Mathematics,Final Exam,2025-26,100,37,37.0,D,TCH0027,Excellent
REC0005803,STU00435,10,B,Science,Final Exam,2025-26,100,34,34.0,D,TCH0014,Needs improvement
REC0005804,STU00435,10,B,Social Studies,Final Exam,2025-26,100,35,35.0,D,TCH0012,
REC0005805,STU00435,10,B,Computer Science,Final Exam,2025-26,100,51,51.0,C,TCH0015,Good
REC0005806,STU00435,10,B,Physical Education,Final Exam,2025-26,100,46,46.0,D,TCH0009,Needs improvement
REC0005807,STU00436,1,A,English,Unit Test 2,2025-26,50,28,56.0,C,TCH0061,
REC0005808,STU00436,1,A,Hindi,Unit Test 2,2025-26,50,31,62.0,B,TCH0022,Absent for exam
REC0005809,STU00436,1,A,Mathematics,Unit Test 2,2025-26,50,21,42.0,D,TCH0043,Retest required
REC0005810,STU00436,1,A,Science,Unit Test 2,2025-26,50,30,60.0,B,TCH0043,Average
REC0005811,STU00436,1,A,Social Studies,Unit Test 2,2025-26,50,21,42.0,D,TCH0045,Retest required
REC0005812,STU00436,1,A,Computer Science,Unit Test 2,2025-26,50,36,72.0,B+,TCH0038,Absent for exam
REC0005813,STU00436,1,A,Physical Education,Unit Test 2,2025-26,50,28,56.0,C,TCH0007,
REC0005814,STU00436,1,A,English,Unit Test 4,2025-26,50,32,64.0,B,TCH0003,Good
REC0005815,STU00436,1,A,Hindi,Unit Test 4,2025-26,50,36,72.0,B+,TCH0021,Retest required
REC0005816,STU00436,1,A,Mathematics,Unit Test 4,2025-26,50,25,50.0,C,TCH0009,Good
REC0005817,STU00436,1,A,Science,Unit Test 4,2025-26,50,26,52.0,C,TCH0058,Absent for exam
REC0005818,STU00436,1,A,Social Studies,Unit Test 4,2025-26,50,38,76.0,B+,TCH0060,Excellent
REC0005819,STU00436,1,A,Computer Science,Unit Test 4,2025-26,50,21,42.0,D,TCH0013,Retest required
REC0005820,STU00436,1,A,Physical Education,Unit Test 4,2025-26,50,25,50.0,C,TCH0062,Needs improvement
REC0005821,STU00437,8,A,English,Unit Test 1,2025-26,50,42,84.0,A,TCH0052,
REC0005822,STU00437,8,A,Hindi,Unit Test 1,2025-26,50,48,96.0,A+,TCH0019,Good
REC0005823,STU00437,8,A,Mathematics,Unit Test 1,2025-26,50,38,76.0,B+,TCH0036,Needs improvement
REC0005824,STU00437,8,A,Science,Unit Test 1,2025-26,50,43,86.0,A,TCH0014,Excellent
REC0005825,STU00437,8,A,Social Studies,Unit Test 1,2025-26,50,41,82.0,A,TCH0067,Average
REC0005826,STU00437,8,A,Computer Science,Unit Test 1,2025-26,50,39,78.0,B+,TCH0034,Absent for exam
REC0005827,STU00437,8,A,Physical Education,Unit Test 1,2025-26,50,38,76.0,B+,TCH0080,Excellent
REC0005828,STU00437,8,A,English,Unit Test 2,2025-26,50,36,72.0,B+,TCH0056,Excellent
REC0005829,STU00437,8,A,Hindi,Unit Test 2,2025-26,50,36,72.0,B+,TCH0068,Retest required
REC0005830,STU00437,8,A,Mathematics,Unit Test 2,2025-26,50,41,82.0,A,TCH0035,Excellent
REC0005831,STU00437,8,A,Science,Unit Test 2,2025-26,50,46,92.0,A+,TCH0056,Average
REC0005832,STU00437,8,A,Social Studies,Unit Test 2,2025-26,50,37,74.0,B+,TCH0046,Needs improvement
REC0005833,STU00437,8,A,Computer Science,Unit Test 2,2025-26,50,34,68.0,B,TCH0078,Good
REC0005834,STU00437,8,A,Physical Education,Unit Test 2,2025-26,50,38,76.0,B+,TCH0022,Absent for exam
REC0005835,STU00438,6,A,English,Unit Test 2,2025-26,50,32,64.0,B,TCH0038,Average
REC0005836,STU00438,6,A,Hindi,Unit Test 2,2025-26,50,34,68.0,B,TCH0026,Retest required
REC0005837,STU00438,6,A,Mathematics,Unit Test 2,2025-26,50,30,60.0,B,TCH0022,
REC0005838,STU00438,6,A,Science,Unit Test 2,2025-26,50,32,64.0,B,TCH0062,
REC0005839,STU00438,6,A,Social Studies,Unit Test 2,2025-26,50,37,74.0,B+,TCH0044,Retest required
REC0005840,STU00438,6,A,Computer Science,Unit Test 2,2025-26,50,35,70.0,B+,TCH0039,
REC0005841,STU00438,6,A,Physical Education,Unit Test 2,2025-26,50,29,58.0,C,TCH0009,Absent for exam
REC0005842,STU00438,6,A,English,Final Exam,2025-26,100,53,53.0,C,TCH0062,Good
REC0005843,STU00438,6,A,Hindi,Final Exam,2025-26,100,77,77.0,B+,TCH0068,Absent for exam
REC0005844,STU00438,6,A,Mathematics,Final Exam,2025-26,100,70,70.0,B+,TCH0080,Good
REC0005845,STU00438,6,A,Science,Final Exam,2025-26,100,50,50.0,C,TCH0077,
REC0005846,STU00438,6,A,Social Studies,Final Exam,2025-26,100,72,72.0,B+,TCH0037,Retest required
REC0005847,STU00438,6,A,Computer Science,Final Exam,2025-26,100,52,52.0,C,TCH0066,Retest required
REC0005848,STU00438,6,A,Physical Education,Final Exam,2025-26,100,59,59.0,C,TCH0046,Good
REC0005849,STU00439,10,A,English,Unit Test 4,2025-26,50,44,88.0,A,TCH0040,Absent for exam
REC0005850,STU00439,10,A,Hindi,Unit Test 4,2025-26,50,42,84.0,A,TCH0006,Needs improvement
REC0005851,STU00439,10,A,Mathematics,Unit Test 4,2025-26,50,49,98.0,A+,TCH0039,Good
REC0005852,STU00439,10,A,Science,Unit Test 4,2025-26,50,32,64.0,B,TCH0012,Excellent
REC0005853,STU00439,10,A,Social Studies,Unit Test 4,2025-26,50,40,80.0,A,TCH0009,Absent for exam
REC0005854,STU00439,10,A,Computer Science,Unit Test 4,2025-26,50,40,80.0,A,TCH0061,Absent for exam
REC0005855,STU00439,10,A,Physical Education,Unit Test 4,2025-26,50,39,78.0,B+,TCH0068,Average
REC0005856,STU00439,10,A,English,Unit Test 1,2025-26,50,38,76.0,B+,TCH0052,Retest required
REC0005857,STU00439,10,A,Hindi,Unit Test 1,2025-26,50,43,86.0,A,TCH0052,Good
REC0005858,STU00439,10,A,Mathematics,Unit Test 1,2025-26,50,37,74.0,B+,TCH0035,Average
REC0005859,STU00439,10,A,Science,Unit Test 1,2025-26,50,41,82.0,A,TCH0051,Absent for exam
REC0005860,STU00439,10,A,Social Studies,Unit Test 1,2025-26,50,42,84.0,A,TCH0075,
REC0005861,STU00439,10,A,Computer Science,Unit Test 1,2025-26,50,33,66.0,B,TCH0038,Excellent
REC0005862,STU00439,10,A,Physical Education,Unit Test 1,2025-26,50,37,74.0,B+,TCH0031,
REC0005863,STU00440,12,C,Physics,Mid Term,2025-26,100,55,55.0,C,TCH0062,Excellent
REC0005864,STU00440,12,C,Chemistry,Mid Term,2025-26,100,49,49.0,D,TCH0034,
REC0005865,STU00440,12,C,Biology,Mid Term,2025-26,100,82,82.0,A,TCH0016,Good
REC0005866,STU00440,12,C,Mathematics,Mid Term,2025-26,100,55,55.0,C,TCH0036,Retest required
REC0005867,STU00440,12,C,Computer Science,Mid Term,2025-26,100,54,54.0,C,TCH0051,Retest required
REC0005868,STU00440,12,C,Physics,Final Exam,2025-26,100,47,47.0,D,TCH0025,Absent for exam
REC0005869,STU00440,12,C,Chemistry,Final Exam,2025-26,100,56,56.0,C,TCH0003,Good
REC0005870,STU00440,12,C,Biology,Final Exam,2025-26,100,66,66.0,B,TCH0025,Retest required
REC0005871,STU00440,12,C,Mathematics,Final Exam,2025-26,100,63,63.0,B,TCH0055,Absent for exam
REC0005872,STU00440,12,C,Computer Science,Final Exam,2025-26,100,31,31.0,F,TCH0001,Average
REC0005873,STU00441,6,C,English,Unit Test 3,2025-26,50,28,56.0,C,TCH0037,Retest required
REC0005874,STU00441,6,C,Hindi,Unit Test 3,2025-26,50,33,66.0,B,TCH0049,
REC0005875,STU00441,6,C,Mathematics,Unit Test 3,2025-26,50,33,66.0,B,TCH0025,Average
REC0005876,STU00441,6,C,Science,Unit Test 3,2025-26,50,28,56.0,C,TCH0024,Good
REC0005877,STU00441,6,C,Social Studies,Unit Test 3,2025-26,50,29,58.0,C,TCH0064,
REC0005878,STU00441,6,C,Computer Science,Unit Test 3,2025-26,50,42,84.0,A,TCH0018,Good
REC0005879,STU00441,6,C,Physical Education,Unit Test 3,2025-26,50,27,54.0,C,TCH0060,
REC0005880,STU00441,6,C,English,Final Exam,2025-26,100,45,45.0,D,TCH0031,Absent for exam
REC0005881,STU00441,6,C,Hindi,Final Exam,2025-26,100,53,53.0,C,TCH0041,Needs improvement
REC0005882,STU00441,6,C,Mathematics,Final Exam,2025-26,100,58,58.0,C,TCH0079,Excellent
REC0005883,STU00441,6,C,Science,Final Exam,2025-26,100,55,55.0,C,TCH0010,Needs improvement
REC0005884,STU00441,6,C,Social Studies,Final Exam,2025-26,100,52,52.0,C,TCH0038,
REC0005885,STU00441,6,C,Computer Science,Final Exam,2025-26,100,81,81.0,A,TCH0077,Retest required
REC0005886,STU00441,6,C,Physical Education,Final Exam,2025-26,100,56,56.0,C,TCH0046,Absent for exam
REC0005887,STU00442,1,A,English,Unit Test 2,2025-26,50,29,58.0,C,TCH0039,Retest required
REC0005888,STU00442,1,A,Hindi,Unit Test 2,2025-26,50,27,54.0,C,TCH0073,Retest required
REC0005889,STU00442,1,A,Mathematics,Unit Test 2,2025-26,50,24,48.0,D,TCH0039,
REC0005890,STU00442,1,A,Science,Unit Test 2,2025-26,50,18,36.0,D,TCH0064,Excellent
REC0005891,STU00442,1,A,Social Studies,Unit Test 2,2025-26,50,38,76.0,B+,TCH0014,
REC0005892,STU00442,1,A,Computer Science,Unit Test 2,2025-26,50,27,54.0,C,TCH0057,Absent for exam
REC0005893,STU00442,1,A,Physical Education,Unit Test 2,2025-26,50,23,46.0,D,TCH0006,Needs improvement
REC0005894,STU00442,1,A,English,Unit Test 4,2025-26,50,28,56.0,C,TCH0021,Needs improvement
REC0005895,STU00442,1,A,Hindi,Unit Test 4,2025-26,50,27,54.0,C,TCH0078,Excellent
REC0005896,STU00442,1,A,Mathematics,Unit Test 4,2025-26,50,21,42.0,D,TCH0065,
REC0005897,STU00442,1,A,Science,Unit Test 4,2025-26,50,32,64.0,B,TCH0052,Excellent
REC0005898,STU00442,1,A,Social Studies,Unit Test 4,2025-26,50,37,74.0,B+,TCH0053,Retest required
REC0005899,STU00442,1,A,Computer Science,Unit Test 4,2025-26,50,28,56.0,C,TCH0059,Retest required
REC0005900,STU00442,1,A,Physical Education,Unit Test 4,2025-26,50,21,42.0,D,TCH0054,Retest required
REC0005901,STU00443,4,C,English,Mid Term,2025-26,100,73,73.0,B+,TCH0053,Good
REC0005902,STU00443,4,C,Hindi,Mid Term,2025-26,100,48,48.0,D,TCH0070,Absent for exam
REC0005903,STU00443,4,C,Mathematics,Mid Term,2025-26,100,39,39.0,D,TCH0013,Excellent
REC0005904,STU00443,4,C,Science,Mid Term,2025-26,100,53,53.0,C,TCH0080,Needs improvement
REC0005905,STU00443,4,C,Social Studies,Mid Term,2025-26,100,59,59.0,C,TCH0045,Retest required
REC0005906,STU00443,4,C,Computer Science,Mid Term,2025-26,100,45,45.0,D,TCH0023,Good
REC0005907,STU00443,4,C,Physical Education,Mid Term,2025-26,100,53,53.0,C,TCH0030,Good
REC0005908,STU00443,4,C,English,Final Exam,2025-26,100,52,52.0,C,TCH0025,Average
REC0005909,STU00443,4,C,Hindi,Final Exam,2025-26,100,55,55.0,C,TCH0043,Good
REC0005910,STU00443,4,C,Mathematics,Final Exam,2025-26,100,52,52.0,C,TCH0007,Good
REC0005911,STU00443,4,C,Science,Final Exam,2025-26,100,46,46.0,D,TCH0033,Needs improvement
REC0005912,STU00443,4,C,Social Studies,Final Exam,2025-26,100,60,60.0,B,TCH0011,Needs improvement
REC0005913,STU00443,4,C,Computer Science,Final Exam,2025-26,100,58,58.0,C,TCH0075,Average
REC0005914,STU00443,4,C,Physical Education,Final Exam,2025-26,100,56,56.0,C,TCH0076,Good
REC0005915,STU00444,3,B,English,Unit Test 3,2025-26,50,32,64.0,B,TCH0051,Good
REC0005916,STU00444,3,B,Hindi,Unit Test 3,2025-26,50,46,92.0,A+,TCH0025,
REC0005917,STU00444,3,B,Mathematics,Unit Test 3,2025-26,50,48,96.0,A+,TCH0038,Average
REC0005918,STU00444,3,B,Science,Unit Test 3,2025-26,50,44,88.0,A,TCH0009,Average
REC0005919,STU00444,3,B,Social Studies,Unit Test 3,2025-26,50,36,72.0,B+,TCH0030,Retest required
REC0005920,STU00444,3,B,Computer Science,Unit Test 3,2025-26,50,43,86.0,A,TCH0069,Needs improvement
REC0005921,STU00444,3,B,Physical Education,Unit Test 3,2025-26,50,38,76.0,B+,TCH0017,Good
REC0005922,STU00444,3,B,English,Final Exam,2025-26,100,91,91.0,A+,TCH0042,Good
REC0005923,STU00444,3,B,Hindi,Final Exam,2025-26,100,95,95.0,A+,TCH0032,Needs improvement
REC0005924,STU00444,3,B,Mathematics,Final Exam,2025-26,100,59,59.0,C,TCH0043,Good
REC0005925,STU00444,3,B,Science,Final Exam,2025-26,100,62,62.0,B,TCH0024,Excellent
REC0005926,STU00444,3,B,Social Studies,Final Exam,2025-26,100,67,67.0,B,TCH0074,Retest required
REC0005927,STU00444,3,B,Computer Science,Final Exam,2025-26,100,83,83.0,A,TCH0027,Needs improvement
REC0005928,STU00444,3,B,Physical Education,Final Exam,2025-26,100,87,87.0,A,TCH0020,Excellent
REC0005929,STU00445,2,B,English,Unit Test 2,2025-26,50,28,56.0,C,TCH0007,Average
REC0005930,STU00445,2,B,Hindi,Unit Test 2,2025-26,50,19,38.0,D,TCH0061,Retest required
REC0005931,STU00445,2,B,Mathematics,Unit Test 2,2025-26,50,14,28.0,F,TCH0001,
REC0005932,STU00445,2,B,Science,Unit Test 2,2025-26,50,22,44.0,D,TCH0053,Excellent
REC0005933,STU00445,2,B,Social Studies,Unit Test 2,2025-26,50,19,38.0,D,TCH0058,
REC0005934,STU00445,2,B,Computer Science,Unit Test 2,2025-26,50,25,50.0,C,TCH0050,Needs improvement
REC0005935,STU00445,2,B,Physical Education,Unit Test 2,2025-26,50,23,46.0,D,TCH0016,Excellent
REC0005936,STU00445,2,B,English,Unit Test 1,2025-26,50,15,30.0,F,TCH0016,Average
REC0005937,STU00445,2,B,Hindi,Unit Test 1,2025-26,50,15,30.0,F,TCH0056,Needs improvement
REC0005938,STU00445,2,B,Mathematics,Unit Test 1,2025-26,50,12,24.0,F,TCH0014,Needs improvement
REC0005939,STU00445,2,B,Science,Unit Test 1,2025-26,50,21,42.0,D,TCH0064,Absent for exam
REC0005940,STU00445,2,B,Social Studies,Unit Test 1,2025-26,50,19,38.0,D,TCH0001,Average
REC0005941,STU00445,2,B,Computer Science,Unit Test 1,2025-26,50,22,44.0,D,TCH0070,Excellent
REC0005942,STU00445,2,B,Physical Education,Unit Test 1,2025-26,50,19,38.0,D,TCH0020,Retest required
REC0005943,STU00446,4,A,English,Final Exam,2025-26,100,67,67.0,B,TCH0076,Average
REC0005944,STU00446,4,A,Hindi,Final Exam,2025-26,100,87,87.0,A,TCH0062,Average
REC0005945,STU00446,4,A,Mathematics,Final Exam,2025-26,100,75,75.0,B+,TCH0001,Good
REC0005946,STU00446,4,A,Science,Final Exam,2025-26,100,78,78.0,B+,TCH0031,Retest required
REC0005947,STU00446,4,A,Social Studies,Final Exam,2025-26,100,88,88.0,A,TCH0055,
REC0005948,STU00446,4,A,Computer Science,Final Exam,2025-26,100,91,91.0,A+,TCH0018,Average
REC0005949,STU00446,4,A,Physical Education,Final Exam,2025-26,100,75,75.0,B+,TCH0066,Absent for exam
REC0005950,STU00446,4,A,English,Unit Test 4,2025-26,50,38,76.0,B+,TCH0059,Good
REC0005951,STU00446,4,A,Hindi,Unit Test 4,2025-26,50,39,78.0,B+,TCH0030,Good
REC0005952,STU00446,4,A,Mathematics,Unit Test 4,2025-26,50,44,88.0,A,TCH0042,
REC0005953,STU00446,4,A,Science,Unit Test 4,2025-26,50,41,82.0,A,TCH0074,Retest required
REC0005954,STU00446,4,A,Social Studies,Unit Test 4,2025-26,50,42,84.0,A,TCH0073,Good
REC0005955,STU00446,4,A,Computer Science,Unit Test 4,2025-26,50,26,52.0,C,TCH0010,
REC0005956,STU00446,4,A,Physical Education,Unit Test 4,2025-26,50,33,66.0,B,TCH0064,Absent for exam
REC0005957,STU00447,1,A,English,Final Exam,2025-26,100,59,59.0,C,TCH0002,Good
REC0005958,STU00447,1,A,Hindi,Final Exam,2025-26,100,60,60.0,B,TCH0078,Good
REC0005959,STU00447,1,A,Mathematics,Final Exam,2025-26,100,62,62.0,B,TCH0017,Average
REC0005960,STU00447,1,A,Science,Final Exam,2025-26,100,62,62.0,B,TCH0009,
REC0005961,STU00447,1,A,Social Studies,Final Exam,2025-26,100,74,74.0,B+,TCH0067,Needs improvement
REC0005962,STU00447,1,A,Computer Science,Final Exam,2025-26,100,63,63.0,B,TCH0010,Needs improvement
REC0005963,STU00447,1,A,Physical Education,Final Exam,2025-26,100,68,68.0,B,TCH0055,Retest required
REC0005964,STU00447,1,A,English,Mid Term,2025-26,100,72,72.0,B+,TCH0012,Excellent
REC0005965,STU00447,1,A,Hindi,Mid Term,2025-26,100,62,62.0,B,TCH0043,Retest required
REC0005966,STU00447,1,A,Mathematics,Mid Term,2025-26,100,62,62.0,B,TCH0055,
REC0005967,STU00447,1,A,Science,Mid Term,2025-26,100,39,39.0,D,TCH0010,Retest required
REC0005968,STU00447,1,A,Social Studies,Mid Term,2025-26,100,41,41.0,D,TCH0073,Needs improvement
REC0005969,STU00447,1,A,Computer Science,Mid Term,2025-26,100,44,44.0,D,TCH0034,Retest required
REC0005970,STU00447,1,A,Physical Education,Mid Term,2025-26,100,55,55.0,C,TCH0017,Average
REC0005971,STU00448,7,A,English,Unit Test 1,2025-26,50,36,72.0,B+,TCH0029,
REC0005972,STU00448,7,A,Hindi,Unit Test 1,2025-26,50,29,58.0,C,TCH0070,Absent for exam
REC0005973,STU00448,7,A,Mathematics,Unit Test 1,2025-26,50,37,74.0,B+,TCH0062,Retest required
REC0005974,STU00448,7,A,Science,Unit Test 1,2025-26,50,17,34.0,D,TCH0048,Good
REC0005975,STU00448,7,A,Social Studies,Unit Test 1,2025-26,50,31,62.0,B,TCH0041,Excellent
REC0005976,STU00448,7,A,Computer Science,Unit Test 1,2025-26,50,29,58.0,C,TCH0031,Good
REC0005977,STU00448,7,A,Physical Education,Unit Test 1,2025-26,50,35,70.0,B+,TCH0024,Absent for exam
REC0005978,STU00448,7,A,English,Final Exam,2025-26,100,72,72.0,B+,TCH0009,Retest required
REC0005979,STU00448,7,A,Hindi,Final Exam,2025-26,100,60,60.0,B,TCH0068,Needs improvement
REC0005980,STU00448,7,A,Mathematics,Final Exam,2025-26,100,55,55.0,C,TCH0008,Average
REC0005981,STU00448,7,A,Science,Final Exam,2025-26,100,41,41.0,D,TCH0076,Excellent
